gift_id,period_start,period_end,gift,recipient_first_name,recipient_last_name,recipient_title,value,department,lobbyist_id,lobbyist_firstname,lobbyist_lastname,created_date
2321,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,meal,Carrie,Austin,Alderman,46,CITY COUNCIL / ALDERMEN,11568,Kimberly,McCullough,2014-02-04T00:00:00.000
2301,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,book,Ed,Burke,Ald,20,CITY COUNCIL / ALDERMEN,15407,William,Filan,2014-02-03T00:00:00.000
2281,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,None,None,None,None,0,FINANCE,10767,Euriah,Bennett,2014-01-24T00:00:00.000
2268,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,none,Deborah,Hill,Attorney,0,CHICAGO PUBLIC SCHOOLS,17328,Steven,Ginsberg,2014-01-22T00:00:00.000
2244,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Luncheon,Tim,Cullerton,Alderman,50,CITY COUNCIL / ALDERMEN,14261,Margaret,Houlihan Smith,2014-01-20T00:00:00.000
2243,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Luncheon,Patrick,O'Connor,Alderman,50,CITY COUNCIL / ALDERMEN,14261,Margaret,Houlihan Smith,2014-01-20T00:00:00.000
2242,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Lunch,Tim,Cullerton,Alderman,28.31,CITY COUNCIL / ALDERMEN,11227,Daniel,Lynch,2014-01-20T00:00:00.000
2241,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Lunch,Carrie,Austin,Alderman,45,CITY COUNCIL / ALDERMEN,11227,Daniel,Lynch,2014-01-20T00:00:00.000
2221,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,None,None,None,None,0,BUILDINGS,11657,John,Suzuki,2014-01-20T00:00:00.000
2201,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Baseball Cap,Rahm,Emanuel,Mayor,7.95,MAYORS OFFICE,12361,Patricia,Holden,2014-01-18T00:00:00.000
2183,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,0,no answer,No answer,no answer,0,311 CITY SERVICES,11086,Joseph,McDermott,2014-01-17T00:00:00.000
2182,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,candy,carl,erickson,administration,15,CITY COUNCIL / ALDERMEN,11546,Constance,Zaio,2014-01-17T00:00:00.000
2181,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,candy,edith,stinson,Administration,15,FINANCE,11546,Constance,Zaio,2014-01-17T00:00:00.000
2168,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Package,Barbara,Taylor,Ms.,27,HOUSING AND ECONOMIC DEVELOPMENT,15686,Virginia,Pace,2014-01-16T00:00:00.000
2167,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Package,Jolene,Saul,Ms.,27,CHICAGO HOUSING AUTHORITY,15686,Virginia,Pace,2014-01-16T00:00:00.000
2166,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Package,Bill,Povala,Mr.,27,HOUSING AND ECONOMIC DEVELOPMENT,15686,Virginia,Pace,2014-01-16T00:00:00.000
2165,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Package,Michelle,Nolan,Ms.,27,HOUSING AND ECONOMIC DEVELOPMENT,15686,Virginia,Pace,2014-01-16T00:00:00.000
2164,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Package,Tim,Veenstra,Mr.,27,CHICAGO HOUSING AUTHORITY,12776,Margaret,Tinucci,2014-01-16T00:00:00.000
2163,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Package,Kari,Saba,Ms.,27,CHICAGO HOUSING AUTHORITY,12776,Margaret,Tinucci,2014-01-16T00:00:00.000
2162,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Package,Don,Oshita,Mr.,27,CHICAGO HOUSING AUTHORITY,12776,Margaret,Tinucci,2014-01-16T00:00:00.000
2161,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Package,Chip,Hastings,Mr.,27,HOUSING AND ECONOMIC DEVELOPMENT,12776,Margaret,Tinucci,2014-01-16T00:00:00.000
2152,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Basket,Dinah,Wayne,Ms.,27,HOUSING AND ECONOMIC DEVELOPMENT,15481,Lawrence,Pusateri,2014-01-15T00:00:00.000
2151,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Basket,Tracy,Sanchez,Ms.,27,HOUSING AND ECONOMIC DEVELOPMENT,15481,Lawrence,Pusateri,2014-01-15T00:00:00.000
2150,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Basket,Andy,Mooney,Mr.,27,HOUSING AND ECONOMIC DEVELOPMENT,15481,Lawrence,Pusateri,2014-01-15T00:00:00.000
2149,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Basket,Susan,Leske,Ms.,27,CHICAGO HOUSING AUTHORITY,15481,Lawrence,Pusateri,2014-01-15T00:00:00.000
2148,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Basket,Lona,Lane,Alderman,27,CITY COUNCIL / ALDERMEN,15481,Lawrence,Pusateri,2014-01-15T00:00:00.000
2147,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Basket,Lawrence,Grisham,Mr.,27,HOUSING AND ECONOMIC DEVELOPMENT,15481,Lawrence,Pusateri,2014-01-15T00:00:00.000
2146,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Basket,Ed,Ellis,Mr.,27,HOUSING AND ECONOMIC DEVELOPMENT,15481,Lawrence,Pusateri,2014-01-15T00:00:00.000
2145,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Basket,Jessica,Duarte,Ms.,27,CHICAGO HOUSING AUTHORITY,15481,Lawrence,Pusateri,2014-01-15T00:00:00.000
2144,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Basket,George,Cronvich,Mr.,27,CHICAGO HOUSING AUTHORITY,15481,Lawrence,Pusateri,2014-01-15T00:00:00.000
2143,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Basket,Tamra,Collins,Ms.,27,HOUSING AND ECONOMIC DEVELOPMENT,15481,Lawrence,Pusateri,2014-01-15T00:00:00.000
2142,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Basket,Walter,Burnett,Alderman,27,CITY COUNCIL / ALDERMEN,15481,Lawrence,Pusateri,2014-01-15T00:00:00.000
2141,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Food Basket,Anna,Booth,Ms,27,HOUSING AND ECONOMIC DEVELOPMENT,15481,Lawrence,Pusateri,2014-01-15T00:00:00.000
2101,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,0,0,0,0,0,COMMISSION ON HUMAN RELATIONS,11711,Eric,Locke,2014-01-13T00:00:00.000
2062,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,na,na,na,na,0,CITY COUNCIL / ALDERMEN,11526,James,Gilliam,2014-01-09T00:00:00.000
2041,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,NONE,N/A,N/A,N/A,0,FINANCE,11710,Morgan,Bassey,2014-01-07T00:00:00.000
2022,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,0,Edward,Ebertsch,Senior Automotive Equipment Analyst,0,FIRE DEPARTMENT,11402,Jody,Joy,2014-01-07T00:00:00.000
2021,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,Lunch,Will,Burns,Alderman,33.85,CITY COUNCIL / ALDERMEN,15306,COURTNEY,NOTTAGE,2014-01-07T00:00:00.000
1981,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,none,Deborah,Hill,Attorney,0,CHICAGO PUBLIC SCHOOLS,11275,Steven,Ginsberg,2013-12-31T00:00:00.000
1961,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,0,Gerald,Hollowell,Deputy Director of Comm,0,EMERGENCY MANAGEMENT & COMMUNICATIONS,14981,Michele,Nelson,2013-12-16T00:00:00.000
1922,2013-07-01T00:00:00.000,2013-09-30T00:00:00.000,Cookies,ray,suarez,Alerman,6,CITY COUNCIL / ALDERMEN,11546,Constance,Zaio,2013-10-24T00:00:00.000
1921,2013-07-01T00:00:00.000,2013-09-30T00:00:00.000,Cookies,walter,burnett,Alderman,6,CITY COUNCIL / ALDERMEN,11546,Constance,Zaio,2013-10-24T00:00:00.000
1902,2013-07-01T00:00:00.000,2013-09-30T00:00:00.000,0,Ed,Ebertsch,Fleet,0,FIRE DEPARTMENT,11402,Jody,Joy,2013-10-23T00:00:00.000
1901,2013-07-01T00:00:00.000,2013-09-30T00:00:00.000,0,Matt,Stewart,Supervisor,0,FLEET & FACILITY MANAGEMENT,10874,Gary,Engle,2013-10-23T00:00:00.000
1881,2013-07-01T00:00:00.000,2013-09-30T00:00:00.000,food,Balcer,James,Alderman,20.28,CITY COUNCIL / ALDERMEN,11525,Amy,Brennan,2013-10-21T00:00:00.000
1862,2013-07-01T00:00:00.000,2013-09-30T00:00:00.000,Lunch,Mary,O�Connor,Alderman,20,CITY COUNCIL / ALDERMEN,14261,Margaret,Houlihan Smith,2013-10-18T00:00:00.000
1861,2013-07-01T00:00:00.000,2013-09-30T00:00:00.000,Lunch,Michael,Zalewski,Alderman,20,CITY COUNCIL / ALDERMEN,14261,Margaret,Houlihan Smith,2013-10-18T00:00:00.000
1841,2013-07-01T00:00:00.000,2013-09-30T00:00:00.000,NONE,N/A,N/A,N/A,0,FINANCE,11710,Morgan,Bassey,2013-10-09T00:00:00.000
1823,2013-07-01T00:00:00.000,2013-09-30T00:00:00.000,None,None,None,None,0,AVIATION,11711,Eric,Locke,2013-10-03T00:00:00.000
1822,2013-07-01T00:00:00.000,2013-09-30T00:00:00.000,0,Gerald,Hollowell,Director,0,EMERGENCY MANAGEMENT & COMMUNICATIONS,14981,Michele,Nelson,2013-09-30T00:00:00.000
1801,2013-07-01T00:00:00.000,2013-09-30T00:00:00.000,0,N/A,N/A,N/A,0,FINANCE,11642,Charlotte,Knight-Marshall,2013-08-30T00:00:00.000
2264,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,0,n/a,n/a,n/a,0,CHICAGO TRANSIT AUTHORITY (CTA),17328,Steven,Ginsberg,2014-01-22T00:00:00.000
2263,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,0,n/a,n/a,n/a,0,CHICAGO PUBLIC SCHOOLS,17328,Steven,Ginsberg,2014-01-22T00:00:00.000
2262,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,0,n/a,n/a,n/a,0,AVIATION,17328,Steven,Ginsberg,2014-01-22T00:00:00.000
2261,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,0,n/a,n/a,n/a,0,PARK DISTRICT,17328,Steven,Ginsberg,2014-01-22T00:00:00.000
1781,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,"Gift Card (gift was from the client, not the lobbyist, and was returned by the Alderman",Ameya,Pawar,Alderman,50,CITY COUNCIL / ALDERMEN,14743,Brian,Bernardoni,2013-08-13T00:00:00.000
1761,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,NA,NA,NA,NA,0,FINANCE,10494,Thomas,Chapman,2013-07-29T00:00:00.000
1744,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,group lunch,Scott,Yanover,N/A,11,FINANCE,11692,Michael,Ginter,2013-07-26T00:00:00.000
1743,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,group lunch,Vegiovanni,Dardovski,Administrator,11,FINANCE,11692,Michael,Ginter,2013-07-26T00:00:00.000
1742,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,group lunch,Alfred,Daniels,Administrator,11,FINANCE,11692,Michael,Ginter,2013-07-26T00:00:00.000
1741,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,group lunch,Tom,Stevens,Manager of Parking,11,FINANCE,11692,Michael,Ginter,2013-07-26T00:00:00.000
1721,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,N/A,Charlotte,Knight-Marshall,Principal,0,FINANCE,11642,Charlotte,Knight-Marshall,2013-07-23T00:00:00.000
1681,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,None,None,None,None,0,AVIATION,11711,Eric,Locke,2013-07-19T00:00:00.000
1661,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,meal,Brendan,Reilly,Alderman,35,CITY COUNCIL / ALDERMEN,11567,Richard,Erickson,2013-07-18T00:00:00.000
1644,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Dinner,JoAnn,Thompson,Alderman,41,CITY COUNCIL / ALDERMEN,14261,Margaret,Houlihan Smith,2013-07-17T00:00:00.000
1621,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Dinner,JoAnn,Thompson,Alderman,41,CITY COUNCIL / ALDERMEN,11224,Margaret,Houlihan Smith,2013-07-15T00:00:00.000
1581,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,none,none,none,none,0,CITY COUNCIL / ALDERMEN,11372,Bernard,Parisot,2013-07-11T00:00:00.000
1573,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Koch,Steve,Deputy Mayor,43,MAYORS OFFICE,11281,Gerald,Roper,2013-07-09T00:00:00.000
1572,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Emanuel,Rahm,Mayor,43,MAYORS OFFICE,11281,Gerald,Roper,2013-07-09T00:00:00.000
1571,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Silverstein,Debra,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1570,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Moore,Joe,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1569,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Osterman,Harry,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1568,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Pawar,Ameya,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1567,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Cappleman,James,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1566,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Arena,John,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1565,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Tunney,Tom,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1564,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Smith,Michelle,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1563,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Reilly,Brendan,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1562,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,O'Connor,Mary,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1561,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,O'Connor,Patrick,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1560,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Laurino,Margaret,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1559,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Cullerton,Tim,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1558,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Mitts,Emma,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1557,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Sposato,Nicholas,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1556,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Colon,Rey,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1555,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Austin,Carrie,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1554,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Mell,Richard,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1553,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Waguespack,Scott,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1552,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Suarez,Ray,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1551,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Reboyras,Ariel,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1550,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Graham,Deborah,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1549,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Ervin,Jason,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1548,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,"Burnett, Jr.",Walter,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1547,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Maldonado,Roberto,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1546,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Solis,Daniel,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1545,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Chandler,Michael,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1544,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Zalewski,Michael,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1543,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Munoz,Ricardo,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1542,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,"Brookins, Jr.",Howard,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1541,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Cochran,Willie,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1540,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,O'Shea,Matt,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1539,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Lane,Lona,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1538,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Thomas,Latasha,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1537,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Thompson,Joann,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1536,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Foulkes,Toni,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1535,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Burke,Ed,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1534,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Quinn,Marty,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1533,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Cardenas,George,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1532,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Balcer,James,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1531,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Pope,John,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1530,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Beale,Anthony,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1529,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Harris,Michelle,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1528,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Holmes,Natashia,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1527,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Sawyer,Roderick,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1526,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Hairston,Leslie,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1525,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Burns,Will,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1524,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Dowell,Pat,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1523,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Fioretti,Bob,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1522,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Breakfast Annual Meeting,Moreno,Proco,Alderman,43,CITY COUNCIL / ALDERMEN,11281,Gerald,Roper,2013-07-09T00:00:00.000
1521,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,Business Lunch,Michael,Negron,Policy Staff,31.33,MAYORS OFFICE,11332,Michael,Mini,2013-07-09T00:00:00.000
1502,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,NONE,N/A,N/A,N/A,0,FINANCE,11710,Morgan,Bassey,2013-07-08T00:00:00.000
1484,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,0,n/a,n/a,n/a,0,AVIATION,11275,Steven,Ginsberg,2013-07-06T00:00:00.000
1483,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,0,n/a,n/a,n/a,0,CHICAGO PUBLIC SCHOOLS,11275,Steven,Ginsberg,2013-07-06T00:00:00.000
1482,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,0,n/a,n/a,n/a,0,PARK DISTRICT,11275,Steven,Ginsberg,2013-07-06T00:00:00.000
1481,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,0,n/a,n/a,n/a,0,CHICAGO TRANSIT AUTHORITY (CTA),11275,Steven,Ginsberg,2013-07-06T00:00:00.000
1461,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,None,None,None,None,0,BUILDINGS,11657,John,Suzuki,2013-07-02T00:00:00.000
1421,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,None,Matt,Stewart,Supr,0,STREETS & SANITATION,10874,Gary,Engle,2013-06-28T00:00:00.000
1401,2013-04-01T00:00:00.000,2013-06-30T00:00:00.000,0,Jody,Joy,Sales Rep,0,FIRE DEPARTMENT,11402,Jody,Joy,2013-06-28T00:00:00.000
2267,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,0,Steven,Ginsberg,Attorney,0,CHICAGO TRANSIT AUTHORITY (CTA),17328,Steven,Ginsberg,2014-01-22T00:00:00.000
2266,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,0,Steven,Ginsberg,Attorney,0,CHICAGO PUBLIC SCHOOLS,17328,Steven,Ginsberg,2014-01-22T00:00:00.000
2265,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,0,Steven,Ginsberg,Attorney,0,PARK DISTRICT,17328,Steven,Ginsberg,2014-01-22T00:00:00.000
1662,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,none,Mendoza,Kevin,none,0,MAYORS OFFICE,14304,Kevin,Mendoza,2013-07-18T00:00:00.000
1643,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,Breakfast,Ira,SIlverstein,Alderman,25,CITY COUNCIL / ALDERMEN,14261,Margaret,Houlihan Smith,2013-07-17T00:00:00.000
1642,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,Breakfast,Mary,O'Connor,Alderman,25,CITY COUNCIL / ALDERMEN,14261,Margaret,Houlihan Smith,2013-07-17T00:00:00.000
1641,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,Breakfast,Harry,Osterman,Alderman,25,CITY COUNCIL / ALDERMEN,14261,Margaret,Houlihan Smith,2013-07-17T00:00:00.000
1382,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,none,none,none,none,0,AVIATION,11711,Eric,Locke,2013-04-29T00:00:00.000
1381,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,0,Jody,Joy,Sales,0,FIRE DEPARTMENT,11402,Jody,Joy,2013-04-29T00:00:00.000
1362,2013-01-01T00:00:00.000,2013-03-31T00:00:00.000,none,none,none,none,0,ADMINISTRATIVE HEARINGS,11372,Bernard,Parisot,2013-04-22T00:00:00.000
